Threshold,EV,Hours,Significance
1,829,2,10000
2,829,2,10000
3,830,2,10000
4,830,2,10000
5,831,2,10000
6,828,2,10000
7,828,2,10000
8,832,2,10000
9,830,2,10000
10,832,2,10000
11,831,2,10000
12,838,2,10000
13,825,2,10000
14,828,2,10000
15,833,2,10000
16,839,2,10000
17,835,2,10000
18,827,2,10000
19,829,2,10000
20,836,2,10000
21,831,2,10000
22,840,2,10000
23,832,2,10000
24,840,2,10000
25,827,2,10000
26,829,2,10000
27,831,2,10000
28,834,2,10000
29,828,2,10000
30,833,2,10000
31,837,2,10000
32,824,2,10000
33,835,2,10000
34,827,2,10000
35,831,2,10000
36,838,2,10000
37,824,2,10000
38,831,2,10000
39,832,2,10000
40,831,2,10000
41,829,2,10000
42,833,2,10000
43,834,2,10000
44,829,2,10000
45,835,2,10000
46,827,2,10000
47,827,2,10000
48,832,2,10000
49,828,2,10000
50,832,2,10000
51,835,2,10000
52,827,2,10000
53,838,2,10000
54,834,2,10000
55,830,2,10000
56,831,2,10000
57,826,2,10000
58,832,2,10000
59,830,2,10000
60,836,2,10000
61,830,2,10000
62,835,2,10000
63,825,2,10000
64,828,2,10000
65,826,2,10000
66,831,2,10000
67,829,2,10000
68,834,2,10000
69,829,2,10000
70,822,2,10000
71,832,2,10000
72,824,2,10000
73,828,2,10000
74,825,2,10000
75,834,2,10000
76,832,2,10000
77,825,2,10000
78,833,2,10000
79,830,2,10000
80,828,2,10000
81,829,2,10000
82,830,2,10000
83,826,2,10000
84,831,2,10000
85,828,2,10000
86,827,2,10000
87,830,2,10000
88,826,2,10000
89,828,2,10000
90,830,2,10000
91,825,2,10000
92,822,2,10000
93,824,2,10000
94,822,2,10000
95,827,2,10000
96,834,2,10000
97,828,2,10000
98,824,2,10000
99,829,2,10000
100,828,2,10000
101,829,2,10000
102,833,2,10000
103,830,2,10000
104,826,2,10000
105,833,2,10000
106,830,2,10000
107,826,2,10000
108,828,2,10000
109,830,2,10000
110,826,2,10000
111,826,2,10000
112,821,2,10000
113,832,2,10000
114,824,2,10000
115,821,2,10000
116,822,2,10000
117,819,2,10000
118,832,2,10000
119,821,2,10000
120,824,2,10000
121,823,2,10000
122,824,2,10000
123,818,2,10000
124,823,2,10000
125,821,2,10000
126,822,2,10000
127,819,2,10000
128,817,2,10000
129,821,2,10000
130,822,2,10000
131,822,2,10000
132,817,2,10000
133,822,2,10000
134,821,2,10000
135,822,2,10000
136,820,2,10000
137,826,2,10000
138,817,2,10000
139,822,2,10000
140,827,2,10000
141,824,2,10000
142,829,2,10000
143,827,2,10000
144,824,2,10000
145,828,2,10000
146,824,2,10000
147,822,2,10000
148,820,2,10000
149,824,2,10000
150,821,2,10000
151,822,2,10000
152,817,2,10000
153,817,2,10000
154,819,2,10000
155,818,2,10000
156,826,2,10000
157,819,2,10000
158,816,2,10000
159,813,2,10000
160,820,2,10000
161,818,2,10000
162,817,2,10000
163,819,2,10000
164,819,2,10000
165,819,2,10000
166,819,2,10000
167,827,2,10000
168,825,2,10000
169,820,2,10000
170,820,2,10000
171,818,2,10000
172,821,2,10000
173,822,2,10000
174,818,2,10000
175,817,2,10000
176,811,2,10000
177,814,2,10000
178,814,2,10000
179,809,2,10000
180,824,2,10000
181,819,2,10000
182,818,2,10000
183,815,2,10000
184,813,2,10000
185,813,2,10000
186,814,2,10000
187,815,2,10000
188,813,2,10000
189,815,2,10000
190,815,2,10000
191,817,2,10000
192,814,2,10000
193,819,2,10000
194,816,2,10000
195,810,2,10000
196,822,2,10000
197,807,2,10000
198,815,2,10000
199,813,2,10000
200,812,2,10000
201,814,2,10000
202,815,2,10000
203,813,2,10000
204,816,2,10000
205,815,2,10000
206,805,2,10000
207,809,2,10000
208,809,2,10000
209,811,2,10000
210,812,2,10000
211,811,2,10000
212,812,2,10000
213,816,2,10000
214,811,2,10000
215,815,2,10000
216,809,2,10000
217,812,2,10000
218,804,2,10000
219,812,2,10000
220,810,2,10000
221,800,2,10000
222,806,2,10000
223,808,2,10000
224,808,2,10000
225,808,2,10000
226,808,2,10000
227,809,2,10000
228,812,2,10000
229,806,2,10000
230,801,2,10000
231,812,2,10000
232,811,2,10000
233,806,2,10000
234,815,2,10000
235,810,2,10000
236,808,2,10000
237,814,2,10000
238,804,2,10000
239,799,2,10000
240,810,2,10000
241,800,2,10000
242,800,2,10000
243,803,2,10000
244,800,2,10000
245,803,2,10000
246,800,2,10000
247,796,2,10000
248,810,2,10000
249,803,2,10000
250,800,2,10000
251,799,2,10000
252,802,2,10000
253,804,2,10000
254,809,2,10000
255,806,2,10000
256,808,2,10000
257,804,2,10000
258,803,2,10000
259,810,2,10000
260,794,2,10000
261,805,2,10000
262,809,2,10000
263,806,2,10000
264,799,2,10000
265,797,2,10000
266,796,2,10000
267,798,2,10000
268,800,2,10000
269,803,2,10000
270,798,2,10000
271,793,2,10000
272,800,2,10000
273,800,2,10000
274,798,2,10000
275,802,2,10000
276,790,2,10000
277,796,2,10000
278,803,2,10000
279,799,2,10000
280,795,2,10000
281,795,2,10000
282,793,2,10000
283,799,2,10000
284,802,2,10000
285,798,2,10000
286,794,2,10000
287,794,2,10000
288,800,2,10000
289,792,2,10000
290,794,2,10000
291,787,2,10000
292,793,2,10000
293,797,2,10000
294,795,2,10000
295,790,2,10000
296,783,2,10000
297,791,2,10000
298,791,2,10000
299,784,2,10000
300,790,2,10000
301,794,2,10000
302,800,2,10000
303,785,2,10000
304,793,2,10000
305,794,2,10000
306,786,2,10000
307,792,2,10000
308,789,2,10000
309,794,2,10000
310,784,2,10000
311,792,2,10000
312,786,2,10000
313,788,2,10000
314,794,2,10000
315,782,2,10000
316,791,2,10000
317,783,2,10000
318,779,2,10000
319,779,2,10000
320,782,2,10000
321,789,2,10000
322,789,2,10000
323,786,2,10000
324,780,2,10000
325,778,2,10000
326,776,2,10000
327,788,2,10000
328,788,2,10000
329,782,2,10000
330,787,2,10000
331,786,2,10000
332,784,2,10000
333,784,2,10000
334,774,2,10000
335,775,2,10000
336,781,2,10000
337,784,2,10000
338,782,2,10000
339,782,2,10000
340,776,2,10000
341,781,2,10000
342,781,2,10000
343,777,2,10000
344,777,2,10000
345,782,2,10000
346,775,2,10000
347,775,2,10000
348,781,2,10000
349,776,2,10000
350,786,2,10000
351,770,2,10000
352,777,2,10000
353,780,2,10000
354,776,2,10000
355,777,2,10000
356,776,2,10000
357,774,2,10000
358,779,2,10000
359,772,2,10000
360,772,2,10000
361,770,2,10000
362,764,2,10000
363,775,2,10000
364,777,2,10000
365,773,2,10000
366,773,2,10000
367,768,2,10000
368,776,2,10000
369,772,2,10000
370,770,2,10000
371,769,2,10000
372,771,2,10000
373,764,2,10000
374,768,2,10000
375,776,2,10000
376,774,2,10000
377,778,2,10000
378,764,2,10000
379,767,2,10000
380,770,2,10000
381,775,2,10000
382,771,2,10000
383,771,2,10000
384,770,2,10000
385,760,2,10000
386,771,2,10000
387,768,2,10000
388,762,2,10000
389,765,2,10000
390,761,2,10000
391,766,2,10000
392,762,2,10000
393,767,2,10000
394,764,2,10000
395,763,2,10000
396,763,2,10000
397,765,2,10000
398,763,2,10000
399,757,2,10000
400,764,2,10000
401,766,2,10000
402,765,2,10000
403,766,2,10000
404,766,2,10000
405,763,2,10000
406,756,2,10000
407,762,2,10000
408,761,2,10000
409,763,2,10000
410,758,2,10000
411,763,2,10000
412,757,2,10000
413,759,2,10000
414,758,2,10000
415,750,2,10000
416,760,2,10000
417,756,2,10000
418,748,2,10000
419,760,2,10000
420,752,2,10000
421,756,2,10000
422,757,2,10000
423,753,2,10000
424,744,2,10000
425,759,2,10000
426,761,2,10000
427,754,2,10000
428,754,2,10000
429,748,2,10000
430,750,2,10000
431,751,2,10000
432,748,2,10000
433,755,2,10000
434,754,2,10000
435,753,2,10000
436,753,2,10000
437,752,2,10000
438,747,2,10000
439,751,2,10000
440,748,2,10000
441,756,2,10000
442,748,2,10000
443,744,2,10000
444,741,2,10000
445,753,2,10000
446,752,2,10000
447,750,2,10000
448,751,2,10000
449,743,2,10000
450,744,2,10000
451,744,2,10000
452,749,2,10000
453,745,2,10000
454,745,2,10000
455,751,2,10000
456,744,2,10000
457,750,2,10000
458,741,2,10000
459,742,2,10000
460,734,2,10000
461,744,2,10000
462,745,2,10000
463,739,2,10000
464,746,2,10000
465,742,2,10000
466,729,2,10000
467,728,2,10000
468,743,2,10000
469,736,2,10000
470,740,2,10000
471,739,2,10000
472,737,2,10000
473,738,2,10000
474,740,2,10000
475,743,2,10000
476,737,2,10000
477,747,2,10000
478,739,2,10000
479,732,2,10000
480,734,2,10000
481,740,2,10000
482,731,2,10000
483,730,2,10000
484,731,2,10000
485,732,2,10000
486,734,2,10000
487,733,2,10000
488,732,2,10000
489,732,2,10000
490,731,2,10000
491,726,2,10000
492,729,2,10000
493,738,2,10000
494,724,2,10000
495,731,2,10000
496,734,2,10000
497,734,2,10000
498,723,2,10000
499,724,2,10000
500,725,2,10000
501,726,2,10000
502,728,2,10000
503,737,2,10000
504,726,2,10000
505,727,2,10000
506,719,2,10000
507,723,2,10000
508,719,2,10000
509,715,2,10000
510,714,2,10000
511,723,2,10000
512,721,2,10000
513,718,2,10000
514,727,2,10000
515,724,2,10000
516,727,2,10000
517,720,2,10000
518,720,2,10000
519,726,2,10000
520,722,2,10000
521,721,2,10000
522,729,2,10000
523,718,2,10000
524,723,2,10000
525,721,2,10000
526,724,2,10000
527,715,2,10000
528,722,2,10000
529,719,2,10000
530,714,2,10000
531,713,2,10000
532,716,2,10000
533,715,2,10000
534,715,2,10000
535,712,2,10000
536,715,2,10000
537,710,2,10000
538,709,2,10000
539,710,2,10000
540,715,2,10000
541,714,2,10000
542,708,2,10000
543,717,2,10000
544,709,2,10000
545,717,2,10000
546,712,2,10000
547,708,2,10000
548,717,2,10000
549,709,2,10000
550,704,2,10000
551,710,2,10000
552,707,2,10000
553,702,2,10000
554,708,2,10000
555,712,2,10000
556,703,2,10000
557,705,2,10000
558,708,2,10000
559,705,2,10000
560,707,2,10000
561,703,2,10000
562,702,2,10000
563,705,2,10000
564,704,2,10000
565,693,2,10000
566,697,2,10000
567,698,2,10000
568,702,2,10000
569,695,2,10000
570,696,2,10000
571,700,2,10000
572,704,2,10000
573,701,2,10000
574,702,2,10000
575,695,2,10000
576,706,2,10000
577,690,2,10000
578,697,2,10000
579,695,2,10000
580,687,2,10000
581,696,2,10000
582,691,2,10000
583,694,2,10000
584,696,2,10000
585,695,2,10000
586,696,2,10000
587,698,2,10000
588,698,2,10000
589,697,2,10000
590,695,2,10000
591,689,2,10000
592,695,2,10000
593,695,2,10000
594,699,2,10000
595,693,2,10000
596,692,2,10000
597,684,2,10000
598,694,2,10000
599,687,2,10000
600,688,2,10000
601,688,2,10000
602,686,2,10000
603,687,2,10000
604,679,2,10000
605,683,2,10000
606,687,2,10000
607,679,2,10000
608,693,2,10000
609,684,2,10000
610,677,2,10000
611,678,2,10000
612,678,2,10000
613,684,2,10000
614,683,2,10000
615,683,2,10000
616,677,2,10000
617,682,2,10000
618,683,2,10000
619,673,2,10000
620,680,2,10000
621,684,2,10000
622,682,2,10000
623,683,2,10000
624,677,2,10000
625,677,2,10000
626,674,2,10000
627,678,2,10000
628,673,2,10000
629,670,2,10000
630,671,2,10000
631,670,2,10000
632,681,2,10000
633,674,2,10000
634,670,2,10000
635,671,2,10000
636,674,2,10000
637,670,2,10000
638,669,2,10000
639,671,2,10000
640,665,2,10000
641,670,2,10000
642,668,2,10000
643,665,2,10000
644,676,2,10000
645,673,2,10000
646,671,2,10000
647,669,2,10000
648,663,2,10000
649,670,2,10000
650,665,2,10000
651,670,2,10000
652,671,2,10000
653,667,2,10000
654,667,2,10000
655,664,2,10000
656,659,2,10000
657,663,2,10000
658,660,2,10000
659,658,2,10000
660,665,2,10000
661,659,2,10000
662,661,2,10000
663,658,2,10000
664,664,2,10000
665,653,2,10000
666,653,2,10000
667,663,2,10000
668,648,2,10000
669,664,2,10000
670,658,2,10000
671,653,2,10000
672,657,2,10000
673,661,2,10000
674,657,2,10000
675,654,2,10000
676,658,2,10000
677,660,2,10000
678,653,2,10000
679,654,2,10000
680,652,2,10000
681,655,2,10000
682,656,2,10000
683,651,2,10000
684,644,2,10000
685,650,2,10000
686,649,2,10000
687,653,2,10000
688,650,2,10000
689,650,2,10000
690,653,2,10000
691,641,2,10000
692,645,2,10000
693,651,2,10000
694,645,2,10000
695,647,2,10000
696,643,2,10000
697,648,2,10000
698,640,2,10000
699,646,2,10000
700,642,2,10000
701,650,2,10000
702,651,2,10000
703,649,2,10000
704,643,2,10000
705,637,2,10000
706,642,2,10000
707,639,2,10000
708,640,2,10000
709,642,2,10000
710,643,2,10000
711,642,2,10000
712,638,2,10000
713,641,2,10000
714,645,2,10000
715,639,2,10000
716,635,2,10000
717,635,2,10000
718,638,2,10000
719,638,2,10000
720,641,2,10000
721,634,2,10000
722,635,2,10000
723,634,2,10000
724,639,2,10000
725,625,2,10000
726,633,2,10000
727,634,2,10000
728,629,2,10000
729,621,2,10000
730,633,2,10000
731,624,2,10000
732,625,2,10000
733,634,2,10000
734,630,2,10000
735,629,2,10000
736,626,2,10000
737,627,2,10000
738,627,2,10000
739,625,2,10000
740,627,2,10000
741,629,2,10000
742,622,2,10000
743,623,2,10000
744,631,2,10000
745,622,2,10000
746,623,2,10000
747,619,2,10000
748,622,2,10000
749,626,2,10000
750,622,2,10000
751,617,2,10000
752,622,2,10000
753,618,2,10000
754,618,2,10000
755,618,2,10000
756,613,2,10000
757,622,2,10000
758,615,2,10000
759,620,2,10000
760,616,2,10000
761,615,2,10000
762,612,2,10000
763,617,2,10000
764,613,2,10000
765,613,2,10000
766,617,2,10000
767,610,2,10000
768,617,2,10000
769,618,2,10000
770,618,2,10000
771,611,2,10000
772,605,2,10000
773,612,2,10000
774,606,2,10000
775,609,2,10000
776,605,2,10000
777,607,2,10000
778,605,2,10000
779,611,2,10000
780,607,2,10000
781,621,2,10000
782,605,2,10000
783,601,2,10000
784,602,2,10000
785,606,2,10000
786,605,2,10000
787,604,2,10000
788,604,2,10000
789,604,2,10000
790,601,2,10000
791,603,2,10000
792,604,2,10000
793,598,2,10000
794,597,2,10000
795,598,2,10000
796,598,2,10000
797,598,2,10000
798,599,2,10000
799,596,2,10000
800,600,2,10000
801,601,2,10000
802,595,2,10000
803,599,2,10000
804,600,2,10000
805,594,2,10000
806,590,2,10000
807,601,2,10000
808,591,2,10000
809,595,2,10000
810,590,2,10000
811,589,2,10000
812,592,2,10000
813,589,2,10000
814,596,2,10000
815,592,2,10000
816,580,2,10000
817,592,2,10000
818,584,2,10000
819,587,2,10000
820,589,2,10000
821,585,2,10000
822,592,2,10000
823,587,2,10000
824,588,2,10000
825,588,2,10000
826,585,2,10000
827,579,2,10000
828,576,2,10000
829,582,2,10000
830,584,2,10000
831,584,2,10000
832,584,2,10000
833,580,2,10000
834,580,2,10000
835,579,2,10000
836,579,2,10000
837,581,2,10000
838,575,2,10000
839,582,2,10000
840,576,2,10000
841,572,2,10000
842,576,2,10000
843,575,2,10000
844,576,2,10000
845,578,2,10000
846,578,2,10000
847,576,2,10000
848,575,2,10000
849,571,2,10000
850,575,2,10000
851,579,2,10000
852,571,2,10000
853,570,2,10000
854,574,2,10000
855,574,2,10000
856,569,2,10000
857,569,2,10000
858,564,2,10000
859,573,2,10000
860,571,2,10000
861,570,2,10000
862,564,2,10000
863,562,2,10000
864,565,2,10000
865,565,2,10000
866,570,2,10000
867,569,2,10000
868,554,2,10000
869,562,2,10000
870,567,2,10000
871,565,2,10000
872,564,2,10000
873,563,2,10000
874,562,2,10000
875,561,2,10000
876,567,2,10000
877,556,2,10000
878,562,2,10000
879,563,2,10000
880,565,2,10000
881,552,2,10000
882,562,2,10000
883,561,2,10000
884,562,2,10000
885,554,2,10000
886,555,2,10000
887,552,2,10000
888,556,2,10000
889,550,2,10000
890,559,2,10000
891,553,2,10000
892,551,2,10000
893,554,2,10000
894,555,2,10000
895,549,2,10000
896,551,2,10000
897,553,2,10000
898,548,2,10000
899,552,2,10000
900,552,2,10000
901,543,2,10000
902,543,2,10000
903,544,2,10000
904,545,2,10000
905,547,2,10000
906,549,2,10000
907,550,2,10000
908,537,2,10000
909,542,2,10000
910,540,2,10000
911,545,2,10000
912,539,2,10000
913,546,2,10000
914,545,2,10000
915,539,2,10000
916,539,2,10000
917,543,2,10000
918,539,2,10000
919,535,2,10000
920,543,2,10000
921,542,2,10000
922,536,2,10000
923,538,2,10000
924,536,2,10000
925,530,2,10000
926,537,2,10000
927,530,2,10000
928,533,2,10000
929,533,2,10000
930,535,2,10000
931,529,2,10000
932,535,2,10000
933,531,2,10000
934,529,2,10000
935,531,2,10000
936,535,2,10000
937,529,2,10000
938,530,2,10000
939,535,2,10000
940,527,2,10000
941,526,2,10000
942,525,2,10000
943,530,2,10000
944,528,2,10000
945,530,2,10000
946,528,2,10000
947,524,2,10000
948,527,2,10000
949,526,2,10000
950,521,2,10000
951,525,2,10000
952,526,2,10000
953,525,2,10000
954,529,2,10000
955,524,2,10000
956,520,2,10000
957,517,2,10000
958,514,2,10000
959,514,2,10000
960,520,2,10000
961,520,2,10000
962,514,2,10000
963,520,2,10000
964,519,2,10000
965,513,2,10000
966,514,2,10000
967,516,2,10000
968,516,2,10000
969,511,2,10000
970,513,2,10000
971,512,2,10000
972,515,2,10000
973,510,2,10000
974,505,2,10000
975,516,2,10000
976,507,2,10000
977,510,2,10000
978,510,2,10000
979,511,2,10000
980,510,2,10000
981,512,2,10000
982,508,2,10000
983,509,2,10000
984,505,2,10000
985,508,2,10000
986,508,2,10000
987,501,2,10000
988,508,2,10000
989,501,2,10000
990,499,2,10000
991,500,2,10000
992,503,2,10000
993,497,2,10000
994,503,2,10000
995,503,2,10000
996,499,2,10000
997,498,2,10000
998,497,2,10000
999,497,2,10000
1000,498,2,10000
